time,fps,ft_p50_ms,ft_p95_ms,ft_max_ms,inputs,in2present_p50_ms,in2present_p95_ms,cpu_pct,mem_gb
2026-07-14T19:48:08Z,183.6,5.03,8.88,10.14,0,0.0,0.0,0,0.29
2026-07-14T19:48:09Z,136.2,6.97,13.67,14.74,0,0.0,0.0,0,0.29
2026-07-14T19:48:10Z,130.8,7.01,14.14,15.10,0,0.0,0.0,0,0.29
