time,fps,ft_p50_ms,ft_p95_ms,ft_max_ms,inputs,in2present_p50_ms,in2present_p95_ms,cpu_pct,mem_gb
2026-07-14T19:30:28Z,185.2,4.89,9.17,9.53,0,0.0,0.0,0,0.30
2026-07-14T19:30:29Z,146.0,6.93,7.42,13.04,0,0.0,0.0,0,0.30
2026-07-14T19:30:30Z,144.0,6.93,7.29,8.88,0,0.0,0.0,0,0.30
2026-07-14T19:30:31Z,147.0,6.93,7.09,7.36,0,0.0,0.0,0,0.30
2026-07-14T19:30:32Z,144.0,6.94,7.08,9.15,0,0.0,0.0,0,0.30
