time,fps,ft_p50_ms,ft_p95_ms,ft_max_ms,inputs,in2present_p50_ms,in2present_p95_ms,cpu_pct,mem_gb
2026-07-14T19:47:43Z,181.8,4.95,9.43,14.12,0,0.0,0.0,0,0.29
2026-07-14T19:47:44Z,129.9,6.95,14.26,15.43,0,0.0,0.0,0,0.29
2026-07-14T19:47:45Z,117.0,7.20,14.45,15.44,0,0.0,0.0,2,0.29
2026-07-14T19:47:46Z,137.1,6.75,14.10,14.79,0,0.0,0.0,0,0.29
2026-07-14T19:47:47Z,158.9,6.08,9.72,14.74,0,0.0,0.0,0,0.29
