time,fps,ft_p50_ms,ft_p95_ms,ft_max_ms,inputs,in2present_p50_ms,in2present_p95_ms,cpu_pct,mem_gb
2026-07-14T21:46:55Z,183.2,5.06,7.76,10.41,0,0.0,0.0,0,0.23
2026-07-14T21:46:56Z,144.0,6.94,7.70,8.85,0,0.0,0.0,0,0.23
2026-07-14T21:46:57Z,144.0,6.93,7.69,10.45,0,0.0,0.0,1,0.23
2026-07-14T21:46:58Z,147.0,6.93,7.32,7.84,0,0.0,0.0,1,0.23
